
176, 0.010000, 200, 0.006388, 37,
1, 0.010000, 200, 0.007978, 37,
176, 0.010000, 1000, 0.024629, 37,
1, 0.010000, 1000, 0.197978, 37,
176, 0.010000, 5000, 0.374247, 37,
1, 0.010000, 5000, 5.001975, 37,
176, 0.010000, 10000, 1.215775, 37,
1, 0.010000, 10000, 19.968242, 37,
176, 0.100000, 12000, 1.820287, 4,
1, 0.100000, 12000, 4.309665, 4,
176, 0.100000, 20000, 5.265154, 4,
1, 0.100000, 20000, 11.946043, 4,
176, 0.001000, 4000, 1.095400, 360,
1, 0.001000, 4000, 32.275799, 360,
176, 0.000100, 5000, 22.475006, 3603,
1, 0.000100, 5000, 557.992238, 3603,
176, 0.000100, 1000, 0.479000, 3603,
1, 0.000100, 1000, 22.348787, 3603,
176, 0.000010, 500, 1.439790, 57348,
1, 0.000010, 500, 79.649629, 57348,

176, 0.000010, 1000, 7.193954, 36295,
1, 0.000010, 1000, 194.030944, 36295,
176, 0.000010, 500, 2.893397, 57348,
1, 0.000010, 500, 79.574713, 57348,
176, 0.000100, 2000, 3.386172, 3603,
1, 0.000100, 2000, 100.348291, 3603,
176, 0.000010, 500, 2.719038, 57348,
176, 0.000010, 500, 3.090058, 57348,
176, 0.000010, 500, 6.388516, 57348,
176, 0.000100, 2000, 3.431766, 3603,
176, 0.000100, 2000, 3.431324, 3603,
176, 0.000100, 2000, 3.444371, 3603,
176, 0.000100, 1000, 0.476070, 3603,
1, 0.000100, 1000, 22.341207, 3603,
1, 0.000100, 1000, 22.336394, 3603,
1, 0.000100, 1000, 22.358687, 3603,


176, 0.000001, 178, 0.435288, 35448,
1, 0.000001, 178, 5.500989, 35448,
176, 0.000001, 700, 21.958491, 282219,
1, 0.000001, 700, 745.825536, 282219,
176, 0.000001, 500, 4.092671, 178697,
1, 0.000001, 500, 239.018992, 178697,
2, 0.000001, 500, 125.624569, 178697,
176, 0.000001, 500, 8.217693, 178697,

176, 0.000001, 600, 17.059684, 229168,
176, 0.000001, 1000, 58.895642, 430437,


176, 0.010000, 200, 0.006388, 37,
1, 0.010000, 200, 0.007978, 37,
176, 0.010000, 1000, 0.024629, 37,
1, 0.010000, 1000, 0.197978, 37,
176, 0.010000, 5000, 0.374247, 37,
1, 0.010000, 5000, 5.001975, 37,
176, 0.010000, 10000, 1.215775, 37,
1, 0.010000, 10000, 19.968242, 37,
176, 0.100000, 12000, 1.820287, 4,
1, 0.100000, 12000, 4.309665, 4,
176, 0.100000, 20000, 5.265154, 4,
1, 0.100000, 20000, 11.946043, 4,
176, 0.001000, 4000, 1.095400, 360,
1, 0.001000, 4000, 32.275799, 360,
176, 0.000100, 5000, 22.475006, 3603,
1, 0.000100, 5000, 557.992238, 3603,
176, 0.000100, 1000, 0.479000, 3603,
1, 0.000100, 1000, 22.348787, 3603,
176, 0.000010, 500, 1.439790, 57348,
1, 0.000010, 500, 79.649629, 57348,
176, 0.000001, 178, 0.435288, 35448,
1, 0.000001, 178, 5.500989, 35448,
176, 0.000001, 500, 4.092671, 178697,
1, 0.000001, 500, 239.018992, 178697,
176, 0.000010, 1000, 7.193954, 36295,
1, 0.000010, 1000, 194.030944, 36295,
176, 0.000010, 500, 2.893397, 57348,
