176, 0.010000, 200, 0.006795, 37,
176, 0.010000, 500, 0.027900, 37,
176, 0.010000, 1000, 0.019213, 37,
176, 0.010000, 2000, 0.126409, 37,
176, 0.010000, 4000, 0.264351, 37,
176, 0.010000, 7000, 0.656735, 37,
176, 0.010000, 10000, 1.287992, 37,
176, 0.010000, 12000, 1.892742, 37,
176, 0.010000, 14000, 2.620817, 37,
1, 0.010000, 200, 0.007974, 37,
1, 0.010000, 500, 0.049934, 37,
1, 0.010000, 1000, 0.197947, 37,
1, 0.010000, 2000, 0.794204, 37,
1, 0.010000, 4000, 3.199379, 37,
1, 0.010000, 7000, 9.770709, 37,
1, 0.010000, 10000, 19.978749, 37,
1, 0.010000, 12000, 28.738689, 37,
1, 0.010000, 14000, 39.120120, 37,
176, 0.010000, 14000, 2.618429, 37,
176, 0.010000, 16000, 3.438764, 37,
176, 0.010000, 18000, 4.638825, 37,
1, 0.010000, 16000, 51.371760, 37,
1, 0.010000, 18000, 64.630202, 37,
44, 0.010000, 200, 0.002304, 37,
44, 0.010000, 500, 0.012832, 37,
44, 0.010000, 1000, 0.032788, 37,
44, 0.010000, 2000, 0.067635, 37,
44, 0.010000, 4000, 0.198939, 37,
44, 0.010000, 7000, 0.661989, 37,
44, 0.010000, 10000, 1.232726, 37,
44, 0.010000, 12000, 1.921090, 37,
44, 0.010000, 14000, 2.517007, 37,
44, 0.010000, 16000, 3.213943, 37,
44, 0.010000, 18000, 4.149908, 37,
88, 0.010000, 200, 0.006937, 37,
88, 0.010000, 500, 0.017395, 37,
88, 0.010000, 1000, 0.022446, 37,
88, 0.010000, 2000, 0.086670, 37,
88, 0.010000, 4000, 0.194481, 37,
88, 0.010000, 7000, 0.505443, 37,
88, 0.010000, 10000, 1.163441, 37,
88, 0.010000, 12000, 1.616461, 37,
88, 0.010000, 14000, 2.282363, 37,
88, 0.010000, 16000, 2.878196, 37,
88, 0.010000, 18000, 3.564664, 37,
132, 0.010000, 200, 0.006330, 37,
132, 0.010000, 500, 0.029702, 37,
132, 0.010000, 1000, 0.032447, 37,
132, 0.010000, 2000, 0.104280, 37,
132, 0.010000, 4000, 0.231474, 37,
132, 0.010000, 7000, 0.609776, 37,
132, 0.010000, 10000, 1.316527, 37,
132, 0.010000, 12000, 1.816028, 37,
132, 0.010000, 14000, 2.564164, 37,
132, 0.010000, 16000, 3.367029, 37,
132, 0.010000, 18000, 4.341378, 37,
